# 1 time
# 2 Ubal_norm
# 3 Ubal
# 4 Utot
# 5 Uexp
# 6 Ukin
# 7 Urad
# 8 UmBWpairs
# 9 Uelm
# 10 Ukin_bnd
# 11 Ukin_out_mvw
# 12 Ukin_inj_mvw
# 13 Ukin_new
# 14 Uelm_bnd
# 15 Uelm_out_mvw
# 16 Uelm_inj_mvw
# 17 Dens_electron
# 18 Ntot_electron
# 19 Zavg_electron
# 20 Ukin_electron
# 21 Urad_electron
# 22 Dens_ion
# 23 Ntot_ion
# 24 Zavg_ion
# 25 Ukin_ion
# 26 Urad_ion
# 27 Uelm_Ex
# 28 Uelm_Ey
# 29 Uelm_Ez
# 30 Uelm_Bx_m
# 31 Uelm_By_m
# 32 Uelm_Bz_m
# 33 ExMin
# 34 ExMinCell
# 35 ExMax
# 36 ExMaxCell
# 37 EyMin
# 38 EyMinCell
# 39 EyMax
# 40 EyMaxCell
# 41 EzMin
# 42 EzMinCell
# 43 EzMax
# 44 EzMaxCell
# 45 Bx_mMin
# 46 Bx_mMinCell
# 47 Bx_mMax
# 48 Bx_mMaxCell
# 49 By_mMin
# 50 By_mMinCell
# 51 By_mMax
# 52 By_mMaxCell
# 53 Bz_mMin
# 54 Bz_mMinCell
# 55 Bz_mMax
# 56 Bz_mMaxCell
# 57 JxMin
# 58 JxMinCell
# 59 JxMax
# 60 JxMaxCell
# 61 JyMin
# 62 JyMinCell
# 63 JyMax
# 64 JyMaxCell
# 65 JzMin
# 66 JzMinCell
# 67 JzMax
# 68 JzMaxCell
# 69 RhoMin
# 70 RhoMinCell
# 71 RhoMax
# 72 RhoMaxCell
# 73 PoyXmin
# 74 PoyXminInst
# 75 PoyXmax
# 76 PoyXmaxInst
#
#               time           Ubal_norm                Ubal                Utot                Uexp                Ukin                Urad           UmBWpairs                Uelm            Ukin_bnd        Ukin_out_mvw        Ukin_inj_mvw            Ukin_new            Uelm_bnd        Uelm_out_mvw        Uelm_inj_mvw       Dens_electron       Ntot_electron       Zavg_electron       Ukin_electron       Urad_electron            Dens_ion            Ntot_ion            Zavg_ion            Ukin_ion            Urad_ion             Uelm_Ex             Uelm_Ey             Uelm_Ez           Uelm_Bx_m           Uelm_By_m           Uelm_Bz_m               ExMin           ExMinCell               ExMax           ExMaxCell               EyMin           EyMinCell               EyMax           EyMaxCell               EzMin           EzMinCell               EzMax           EzMaxCell             Bx_mMin         Bx_mMinCell             Bx_mMax         Bx_mMaxCell             By_mMin         By_mMinCell             By_mMax         By_mMaxCell             Bz_mMin         Bz_mMinCell             Bz_mMax         Bz_mMaxCell               JxMin           JxMinCell               JxMax           JxMaxCell               JyMin           JyMinCell               JyMax           JyMaxCell               JzMin           JzMinCell               JzMax           JzMaxCell              RhoMin          RhoMinCell              RhoMax          RhoMaxCell             PoyXmin         PoyXminInst             PoyXmax         PoyXmaxInst
    1.1600000000e+02    9.9999999989e-01    1.6275623460e+12    1.6275623462e+12    1.7897925058e+02    1.1555669728e+06    0.0000000000e+00    0.0000000000e+00    1.6275611906e+12    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    2.0000000000e+03    2.0000000000e+05   -1.0000000000e+00    6.7036073764e+05    0.0000000000e+00    2.0000000000e+03    2.0000000000e+05    1.0000000000e+00    4.8520623513e+05    0.0000000000e+00    9.9046362991e+01    7.2154657455e+11    9.0601419588e+11    5.6514552448e+00    2.3178787567e+05    1.8831843406e+05   -1.3340946441e+00               13720    1.2948406548e+00               35047   -5.3465880742e+04               37775    5.3460160555e+04               37774   -5.2257601501e+04               14367    5.2263760917e+04               14368    7.5175409663e-02               12502    7.5175409663e-02               12502   -3.1433274497e+01                5398    3.2767493853e+01               13838   -2.8923543194e+01               38372    2.9128566952e+01               36345   -4.6607709309e-01               15321    6.9955008079e-01               43868   -3.3661890841e+00               39816    4.3102618557e+00               39571   -5.7396708293e+00               32763    5.4668077166e+00               12116   -3.3651074136e+00               34917    5.0607208008e+00               40730    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00
    1.2000000000e+02    9.9999999991e-01    1.9507033361e+12    1.9507033363e+12    1.7897925058e+02    1.2720758734e+06    0.0000000000e+00    0.0000000000e+00    1.9507020642e+12    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    2.0000000000e+03    2.0000000000e+05   -1.0000000000e+00    7.3141423629e+05    0.0000000000e+00    2.0000000000e+03    2.0000000000e+05    1.0000000000e+00    5.4066163713e+05    0.0000000000e+00    1.3281974571e+02    8.6289787770e+11    1.0878037331e+12    5.6514552448e+00    2.4781850951e+05    2.0548447807e+05   -1.6196524730e+00               13722    1.2945943379e+00               35051   -5.8489824362e+04               37709    5.8483242900e+04               37708   -5.7935371538e+04               13945    5.7942624639e+04               13946    7.5175409663e-02                   2    7.5175409663e-02                   2   -3.3102284999e+01                5332    3.5300596330e+01               12982   -2.9910823074e+01               36954    3.1305494628e+01               36735   -6.0282185089e-01               19276    7.8927186299e-01               43816   -3.8856043805e+00               23020    5.6531282745e+00               19275   -5.1903473999e+00               32759    6.4499804132e+00               33304   -3.5443148866e+00               23020    5.9777289788e+00               33304    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00
    1.2400000000e+02    9.9999999992e-01    2.3148071323e+12    2.3148071325e+12    1.7897925058e+02    1.4006050175e+06    0.0000000000e+00    0.0000000000e+00    2.3148057319e+12    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    2.0000000000e+03    2.0000000000e+05   -1.0000000000e+00    7.9609881536e+05    0.0000000000e+00    2.0000000000e+03    2.0000000000e+05    1.0000000000e+00    6.0450620215e+05    0.0000000000e+00    1.8597330084e+02    1.0231001731e+12    1.2917050723e+12    5.6514552448e+00    2.6345147117e+05    2.2277788579e+05   -1.8809665267e+00               13720    1.4619910643e+00               14332   -6.3569623686e+04               37669    6.3562527939e+04               37668   -6.4146501336e+04               13915    6.4153535571e+04               13916    7.5175409663e-02               12502    7.5175409663e-02               12502   -3.4616131224e+01                5566    3.8929949581e+01               12930   -3.1313927078e+01               36970    3.3199030286e+01               36767   -5.0324371178e-01               12704    5.7587684791e-01                5223   -3.4829709826e+00               45554    4.3971905410e+00               36933   -6.0386261966e+00               24780    7.2902564941e+00                 241   -3.4644524053e+00               23017    7.7382242974e+00                 241    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00
    1.2800000000e+02    9.9999999993e-01    2.7221382430e+12    2.7221382431e+12    1.7897925058e+02    1.5340228975e+06    0.0000000000e+00    0.0000000000e+00    2.7221367091e+12    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    2.0000000000e+03    2.0000000000e+05   -1.0000000000e+00    8.6509282655e+05    0.0000000000e+00    2.0000000000e+03    2.0000000000e+05    1.0000000000e+00    6.6893007092e+05    0.0000000000e+00    2.5647013342e+02    1.2035960115e+12    1.5185401783e+12    5.6514552448e+00    2.7881868572e+05    2.4024123671e+05   -2.3267155256e+00                5229    2.1098272264e+00               14327   -6.8981285177e+04               38291    6.8975077686e+04               38292   -7.0418635307e+04               13889    7.0424508097e+04               13888    7.5175409663e-02                   2    7.5175409663e-02                   2   -3.6158996401e+01                5550    4.1501638886e+01               12888   -3.2227660435e+01               36982    3.5385800583e+01               36765   -5.2098247164e-01               43725    6.8755726825e-01               28702   -3.4996411050e+00               45552    4.8438966209e+00               36937   -7.2159836305e+00               11073    6.2374765780e+00                 236   -2.7713921293e+00               10887    6.2385626162e+00                5838    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00
    1.3200000000e+02    9.9999999994e-01    3.1751529006e+12    3.1751529008e+12    1.7897925058e+02    1.6673899773e+06    0.0000000000e+00    0.0000000000e+00    3.1751512334e+12    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    2.0000000000e+03    2.0000000000e+05   -1.0000000000e+00    9.3340335613e+05    0.0000000000e+00    2.0000000000e+03    2.0000000000e+05    1.0000000000e+00    7.3398662118e+05    0.0000000000e+00    3.3768923698e+02    1.4059218581e+12    1.7692288225e+12    5.6514552448e+00    2.9437502739e+05    2.5800893389e+05   -3.0289483226e+00                5230    2.6173619880e+00               14322   -7.4762664541e+04               38233    7.4757305378e+04               38232   -7.6644356233e+04               13865    7.6648932956e+04               13864    7.5175409663e-02                   2    7.5175409663e-02                   2   -3.7582050693e+01                5554    4.3104035827e+01               12968   -3.2998907366e+01               49825    3.7498216616e+01               36845   -5.4652825187e-01               12689    7.6274590067e-01               19722   -5.0450143078e+00               38122    5.4320669636e+00               36939   -6.4933157497e+00               11075    5.8826026505e+00               20096   -3.1271526452e+00               23032    5.6800076556e+00               20098    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00
    1.3600000000e+02    9.9999999995e-01    3.6765386560e+12    3.6765386562e+12    1.7897925058e+02    1.7975533748e+06    0.0000000000e+00    0.0000000000e+00    3.6765368586e+12    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    2.0000000000e+03    2.0000000000e+05   -1.0000000000e+00    1.0016420715e+06    0.0000000000e+00    2.0000000000e+03    2.0000000000e+05    1.0000000000e+00    7.9591130332e+05    0.0000000000e+00    4.1941631242e+02    1.6316884246e+12    2.0448478469e+12    5.6514552448e+00    3.1070231112e+05    2.7603834813e+05   -3.5815900975e+00                5238    2.9660655697e+00               14312   -8.0602822944e+04               38161    8.0598934439e+04               38162   -8.2783496990e+04               13801    8.2787497338e+04               13802    7.5175409663e-02               12502    7.5175409663e-02               12502   -3.8159432848e+01                5538    4.4493707540e+01               12790   -3.5080664098e+01               49847    3.8827441338e+01               36897   -5.8198282391e-01               28223    8.6539693373e-01               19743   -3.9448765954e+00               38122    6.9955844437e+00                1534   -6.5185577321e+00               11077    6.0575559815e+00               12673   -4.3445938903e+00               11069    8.3702375130e+00                1534    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00
    1.4000000000e+02    9.9999999996e-01    4.2292153451e+12    4.2292153452e+12    1.7897925058e+02    1.9409307679e+06    0.0000000000e+00    0.0000000000e+00    4.2292134043e+12    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    2.0000000000e+03    2.0000000000e+05   -1.0000000000e+00    1.0716514586e+06    0.0000000000e+00    2.0000000000e+03    2.0000000000e+05    1.0000000000e+00    8.6927930922e+05    0.0000000000e+00    4.9275890863e+02    1.8825432397e+12    2.3466695417e+12    5.6514552448e+00    3.2828223390e+05    2.9421118906e+05   -3.8720511130e+00                5251    3.3165695446e+00               14304   -8.6514561087e+04               38095    8.6511015236e+04               38094   -8.9077459565e+04               13735    8.9081737117e+04               13734    7.5175409663e-02                   2    7.5175409663e-02                   2   -3.8620401901e+01               12595    4.5727157544e+01               12746   -3.6617250568e+01               49495    3.8631036598e+01               36879   -5.6220753314e-01               12657    8.9508006403e-01               36959   -4.7599060868e+00               36042    7.0272576911e+00                1533   -7.0697836571e+00               24772    5.0127838925e+00               20406   -2.9187221179e+00               32937    7.4957545837e+00               36042    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00
    1.4400000000e+02    9.9999999996e-01    4.8363691065e+12    4.8363691066e+12    1.7897925058e+02    2.0821530571e+06    0.0000000000e+00    0.0000000000e+00    4.8363670245e+12    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    2.0000000000e+03    2.0000000000e+05   -1.0000000000e+00    1.1456890440e+06    0.0000000000e+00    2.0000000000e+03    2.0000000000e+05    1.0000000000e+00    9.3646401312e+05    0.0000000000e+00    5.5054285030e+02    2.1601599425e+12    2.6762064221e+12    5.6514552448e+00    3.4703148581e+05    3.1231073969e+05   -4.0318122227e+00                5250    3.5811008352e+00               14282   -9.2515166364e+04               38015    9.2512124489e+04               38020   -9.6279122244e+04               13129    9.6277762422e+04               13128    7.5175409663e-02                   2    7.5175409663e-02                   2   -3.9843593855e+01               19928    4.6444309828e+01               12768   -3.8617126941e+01               49985    3.8051062279e+01               36865   -7.6320381528e-01               12648    5.4982585368e-01               36974   -5.6345752004e+00               36042    7.9357587574e+00                1529   -5.4258414899e+00               32755    5.5297244554e+00               36043   -2.6867574330e+00               32749    6.9509077150e+00                1529    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00
    1.4800000000e+02    9.9999999997e-01    5.5013446991e+12    5.5013446993e+12    1.7897925058e+02    2.2303236562e+06    0.0000000000e+00    0.0000000000e+00    5.5013424690e+12    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    2.0000000000e+03    2.0000000000e+05   -1.0000000000e+00    1.2191848501e+06    0.0000000000e+00    2.0000000000e+03    2.0000000000e+05    1.0000000000e+00    1.0111388061e+06    0.0000000000e+00    5.8998832320e+02    2.4661599520e+12    3.0351818196e+12    5.6514552448e+00    3.6658468985e+05    3.3023080338e+05   -4.1255483345e+00                5262    3.7685479930e+00               14277   -9.8597640660e+04               37929    9.8594569182e+04               37930   -1.0442526247e+05               13179    1.0442131122e+05               13202    7.5175409663e-02               12502    7.5175409663e-02               12502   -4.0608800421e+01               19890    4.6996429805e+01               12864   -4.0543406214e+01                  20    3.9357434691e+01               49968   -6.4762325907e-01                4718    6.5497511115e-01               15142   -6.2885328287e+00               36048    5.5057712084e+00                1529   -6.2368919695e+00               32759    6.6838692116e+00               36049   -2.5959306183e+00               11055    7.8012985056e+00               36049    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00
    1.5200000000e+02    9.9999999997e-01    6.2275044396e+12    6.2275044398e+12    1.7897925058e+02    2.3796141481e+06    0.0000000000e+00    0.0000000000e+00    6.2275020601e+12    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    2.0000000000e+03    2.0000000000e+05   -1.0000000000e+00    1.2978327567e+06    0.0000000000e+00    2.0000000000e+03    2.0000000000e+05    1.0000000000e+00    1.0817813915e+06    0.0000000000e+00    6.1366677938e+02    2.8020982720e+12    3.4254030527e+12    5.6514552448e+00    3.8683706813e+05    3.4801014293e+05   -4.1768023609e+00                5223    3.9263888534e+00               14262   -1.0489553619e+05               37817    1.0489112808e+05               37816   -1.1281176926e+05               13149    1.1280802663e+05               13144    7.5175409663e-02               12502    7.5175409663e-02               12502   -4.2645955509e+01                2092    4.7392473219e+01               12968   -4.2132251836e+01               49941    4.0831462732e+01                  75   -7.0925166026e-01               31818    7.0332860868e-01               37005   -7.2728561524e+00               37912    5.2181455620e+00                2425   -5.9257950817e+00               32763    5.6992903227e+00               36055   -3.6674014843e+00                5873    6.2308151698e+00               36055    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00
    1.5600000000e+02    9.9999999997e-01    7.0181235259e+12    7.0181235261e+12    1.7897925058e+02    2.5295673112e+06    0.0000000000e+00    0.0000000000e+00    7.0181209966e+12    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    2.0000000000e+03    2.0000000000e+05   -1.0000000000e+00    1.3687785213e+06    0.0000000000e+00    2.0000000000e+03    2.0000000000e+05    1.0000000000e+00    1.1607887900e+06    0.0000000000e+00    6.1828795670e+02    3.1694115018e+12    3.8487087206e+12    5.6514552448e+00    4.0791370622e+05    3.6563933282e+05   -4.1840916721e+00                5219    3.7929156954e+00               14248   -1.1159203439e+05               37683    1.1159088640e+05               37682   -1.2146067535e+05               13087    1.2145705625e+05               13088    7.5175409663e-02                   2    7.5175409663e-02                   2   -4.4456023886e+01                2070    4.7425586563e+01               13030   -4.3725428709e+01               49909    4.1680939870e+01               49956   -5.5037501967e-01               12606    6.5984741630e-01               13509   -6.4843703184e+00                2030    6.6338406322e+00                1540   -6.6143850925e+00               32766    5.4676627037e+00               11648   -2.8207682595e+00               14576    5.9102994384e+00                1540    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00
    1.6000000000e+02    9.9999999998e-01    7.8763972714e+12    7.8763972716e+12    1.7897925058e+02    2.6783130996e+06    0.0000000000e+00    0.0000000000e+00    7.8763945933e+12    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    2.0000000000e+03    2.0000000000e+05   -1.0000000000e+00    1.4456029302e+06    0.0000000000e+00    2.0000000000e+03    2.0000000000e+05    1.0000000000e+00    1.2327101695e+06    0.0000000000e+00    6.0503212216e+02    3.5694160253e+12    4.3069777542e+12    5.6514552448e+00    4.2997916507e+05    3.8309608451e+05   -4.1139384828e+00                5218    3.7354957862e+00               14233   -1.1882916417e+05               37513    1.1883388495e+05               37512   -1.3024445308e+05               13083    1.3024115161e+05               13080    7.5175409663e-02               12502    7.5175409663e-02               12502   -4.5077242703e+01                2084    4.7287717132e+01               13396   -4.5518263368e+01               49543    4.2438181117e+01               49892   -6.8656401312e-01               36035    6.1351984561e-01               13527   -7.0526298751e+00                2030    4.7337686622e+00                2421   -6.4465444161e+00               20919    4.3362286199e+00               25663   -3.0926440884e+00               37903    5.3146954860e+00                6584    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00
    1.6400000000e+02    9.9999999998e-01    8.8054394809e+12    8.8054394811e+12    1.7897925058e+02    2.8374706502e+06    0.0000000000e+00    0.0000000000e+00    8.8054366436e+12    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    2.0000000000e+03    2.0000000000e+05   -1.0000000000e+00    1.5177062166e+06    0.0000000000e+00    2.0000000000e+03    2.0000000000e+05    1.0000000000e+00    1.3197644336e+06    0.0000000000e+00    5.8220098741e+02    4.0033187068e+12    4.8021170827e+12    5.6514552448e+00    4.5311035737e+05    4.0045735749e+05   -3.8133551327e+00                5228    3.7050009806e+00               14235   -1.2637917505e+05               37465    1.2638421486e+05               37464   -1.3883103034e+05               13103    1.3882944848e+05               13102    7.5175409663e-02                   2    7.5175409663e-02                   2   -4.5375612999e+01                2184    4.7744444178e+01               13298   -4.7499508230e+01               49565    4.3443261466e+01               24749   -7.3477840966e-01               12575    5.8783251216e-01               13560   -8.7330355241e+00                2030    4.9478990682e+00               24759   -8.0985795504e+00               20925    6.6774938876e+00               25662   -3.0256007801e+00               24758    7.4495840231e+00               25663    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00
    1.6800000000e+02    9.9999999998e-01    9.8083375436e+12    9.8083375438e+12    1.7897925058e+02    3.0072781538e+06    0.0000000000e+00    0.0000000000e+00    9.8083345365e+12    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    2.0000000000e+03    2.0000000000e+05   -1.0000000000e+00    1.6049699871e+06    0.0000000000e+00    2.0000000000e+03    2.0000000000e+05    1.0000000000e+00    1.4023081667e+06    0.0000000000e+00    5.5509685236e+02    4.4722142885e+12    5.3361193519e+12    5.6514552448e+00    4.7755157395e+05    4.1801569822e+05   -3.3330192575e+00                5236    3.6262822072e+00               14220   -1.3377697237e+05               37447    1.3378213036e+05               37446   -1.4709626234e+05               13125    1.4709826082e+05               13122    7.5175409663e-02                   2    7.5175409663e-02                   2   -4.5098876766e+01                2088    4.7737602154e+01               13322   -4.7708672251e+01               49585    4.4335344929e+01               24679   -5.9468841297e-01                6560    5.5852557889e-01               15247   -7.7371346317e+00               40268    5.9476628610e+00               24751   -9.1922421803e+00               20927    5.9278584093e+00               40267   -3.1654613966e+00               20916    7.5383150087e+00               20927    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00
    1.7200000000e+02    9.9999999998e-01    1.0888342803e+13    1.0888342803e+13    1.7897925058e+02    3.1635257022e+06    0.0000000000e+00    0.0000000000e+00    1.0888339640e+13    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    2.0000000000e+03    2.0000000000e+05   -1.0000000000e+00    1.6841412054e+06    0.0000000000e+00    2.0000000000e+03    2.0000000000e+05    1.0000000000e+00    1.4793844968e+06    0.0000000000e+00    5.2753438329e+02    4.9771731665e+12    5.9111655324e+12    5.6514552448e+00    5.0385706870e+05    4.3624111964e+05   -3.0609577502e+00               13330    3.4130190217e+00               49161   -1.4103106993e+05               37405    1.4103768427e+05               37402   -1.5521171059e+05               13131    1.5521458756e+05               13130    7.5175409663e-02                   2    7.5175409663e-02                   2   -4.4856685801e+01               14151    4.6610029021e+01               13988   -4.7120925868e+01               49545    4.3772185515e+01               49680   -5.9486065372e-01               15143    5.6805828773e-01                9660   -7.9150182610e+00                2032    6.9117285949e+00               24749   -7.0573613981e+00               20931    6.8685091200e+00               40269   -3.1941633740e+00                2414    6.5768210210e+00                2032    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00
    1.7600000000e+02    9.9999999999e-01    1.2049032165e+13    1.2049032165e+13    1.7897925058e+02    3.3378700269e+06    0.0000000000e+00    0.0000000000e+00    1.2049028828e+13    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    2.0000000000e+03    2.0000000000e+05   -1.0000000000e+00    1.7714523741e+06    0.0000000000e+00    2.0000000000e+03    2.0000000000e+05    1.0000000000e+00    1.5664176528e+06    0.0000000000e+00    5.0123100242e+02    5.5193316924e+12    6.5296961463e+12    5.6514552448e+00    5.3272202181e+05    4.5576108859e+05   -2.7263529521e+00               13339    3.4711498999e+00               49150   -1.4824313811e+05               37403    1.4825152648e+05               37394   -1.6315639583e+05               13173    1.6316027122e+05               13172    7.5175409663e-02                   2    7.5175409663e-02                   2   -4.5895969621e+01               14139    4.8421421014e+01               13910   -4.5438133556e+01               49545    4.5114638050e+01                 667   -7.9056670190e-01                9179    5.1462657706e-01                9706   -8.4823298209e+00                2034    7.5378351579e+00               24747   -6.5972686930e+00                7035    4.9279919228e+00               40267   -2.9399349209e+00                2009    6.3893885836e+00                2033    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00
    1.8000000000e+02    9.9999999999e-01    1.3294590509e+13    1.3294590509e+13    1.7897925058e+02    3.5087664199e+06    0.0000000000e+00    0.0000000000e+00    1.3294587000e+13    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    2.0000000000e+03    2.0000000000e+05   -1.0000000000e+00    1.8545515713e+06    0.0000000000e+00    2.0000000000e+03    2.0000000000e+05    1.0000000000e+00    1.6542148487e+06    0.0000000000e+00    4.7714767626e+02    6.1000195968e+12    7.1945663607e+12    5.6514552448e+00    5.6501577920e+05    4.7697760542e+05   -2.4826805323e+00               48474    3.4532760155e+00               49143   -1.5542601033e+05               37379    1.5543407031e+05               37378   -1.7101783258e+05               13235    1.7101915978e+05               13230    7.5175409663e-02               12502    7.5175409663e-02               12502   -4.6885381691e+01               14155    4.9707900775e+01               13790   -4.5881871329e+01                 194    4.7135294430e+01                 569   -7.3179236161e-01               16801    5.3119209057e-01                7046   -6.3043276618e+00               40266    7.1928562483e+00               24747   -8.0843289674e+00               16800    6.2825785166e+00                 233   -3.2730582222e+00               23000    7.8115299237e+00                7044    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00
    1.8400000000e+02    9.9999999999e-01    1.4629919093e+13    1.4629919094e+13    1.7897925058e+02    3.6973623568e+06    0.0000000000e+00    0.0000000000e+00    1.4629915396e+13    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    2.0000000000e+03    2.0000000000e+05   -1.0000000000e+00    1.9426430344e+06    0.0000000000e+00    2.0000000000e+03    2.0000000000e+05    1.0000000000e+00    1.7547193224e+06    0.0000000000e+00    4.5605218270e+02    6.7207742799e+12    7.9091400148e+12    5.6514552448e+00    6.0137804479e+05    4.9981546730e+05   -2.5762773739e+00               23015    3.3183513638e+00               49124   -1.6258674985e+05               37335    1.6259463321e+05               37334   -1.7901810164e+05               13303    1.7901537299e+05               13304    7.5175409663e-02               12502    7.5175409663e-02               12502   -4.9522941030e+01                3610    5.1018709537e+01               13776   -4.7371040014e+01                 390    4.8214487146e+01                 531   -7.1553368195e-01               16790    5.4688163078e-01                9576   -5.8629421740e+00               40264    9.1403572862e+00                2233   -7.3057877993e+00               16790    7.7401069801e+00                 227   -2.5214570019e+00               23000    7.4912808114e+00                2233    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00
    1.8800000000e+02    9.9999999999e-01    1.6060649749e+13    1.6060649749e+13    1.7897925058e+02    3.8716476239e+06    0.0000000000e+00    0.0000000000e+00    1.6060645878e+13    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    2.0000000000e+03    2.0000000000e+05   -1.0000000000e+00    2.0330358730e+06    0.0000000000e+00    2.0000000000e+03    2.0000000000e+05    1.0000000000e+00    1.8386117509e+06    0.0000000000e+00    4.3780110029e+02    7.3833005429e+12    8.6773441680e+12    5.6514552448e+00    6.4217825341e+05    5.2424513982e+05   -2.7658656068e+00               48500    3.1915873122e+00               49126   -1.6976978035e+05               37287    1.6977678506e+05               37288   -1.8724358921e+05               13403    1.8724174138e+05               13402    7.5175409663e-02                   2    7.5175409663e-02                   2   -5.1917472516e+01                3590    5.2186085424e+01               13868   -4.9188316719e+01                 198    4.8978864791e+01                 395   -5.6095558613e-01               13346    5.2193137239e-01               22390   -7.1609051755e+00                 222    7.6972442688e+00                2238   -6.2260584463e+00               24746    7.4158068892e+00                 222   -3.5573363832e+00               41631    6.8732134312e+00                 222    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00
